PDB_ID,Experimental_Method
4HLL,X-RAY DIFFRACTION
1J3K,X-RAY DIFFRACTION
6E66,X-RAY DIFFRACTION
3DWZ,X-RAY DIFFRACTION
2LXN,SOLUTION NMR
2WBG,X-RAY DIFFRACTION
7U34,X-RAY DIFFRACTION
4WD7,X-RAY DIFFRACTION
8SY7,ELECTRON MICROSCOPY
5UTL,X-RAY DIFFRACTION
2X6X,X-RAY DIFFRACTION
4KO2,X-RAY DIFFRACTION
7LHA,X-RAY DIFFRACTION
6RCK,X-RAY DIFFRACTION
6UND,X-RAY DIFFRACTION
5DTY,X-RAY DIFFRACTION
6SPG,ELECTRON MICROSCOPY
1UVN,X-RAY DIFFRACTION
1ZMG,X-RAY DIFFRACTION
7CH6,ELECTRON MICROSCOPY
8BV8,X-RAY DIFFRACTION
4KW9,X-RAY DIFFRACTION
6W21,ELECTRON MICROSCOPY
3WDF,X-RAY DIFFRACTION
1MZR,X-RAY DIFFRACTION
4Z4M,X-RAY DIFFRACTION
6PYT,ELECTRON MICROSCOPY
4OP5,X-RAY DIFFRACTION
7P93,X-RAY DIFFRACTION
3QNR,X-RAY DIFFRACTION
9HA1,ELECTRON MICROSCOPY
7LPT,X-RAY DIFFRACTION
4U1U,X-RAY DIFFRACTION
4ARP,X-RAY DIFFRACTION
9AUY,X-RAY DIFFRACTION
2PVG,X-RAY DIFFRACTION
108L,X-RAY DIFFRACTION
2ZM6,X-RAY DIFFRACTION
8G83,X-RAY DIFFRACTION
3GHR,X-RAY DIFFRACTION
6LK1,X-RAY DIFFRACTION
3DMR,X-RAY DIFFRACTION
3VYV,X-RAY DIFFRACTION
6M2B,X-RAY DIFFRACTION
5XZ6,X-RAY DIFFRACTION
6I56,X-RAY DIFFRACTION
9IZ2,ELECTRON MICROSCOPY
6KMX,ELECTRON MICROSCOPY
9BOH,X-RAY DIFFRACTION
1L49,X-RAY DIFFRACTION
8AM4,X-RAY DIFFRACTION
6I55,X-RAY DIFFRACTION
8CKU,ELECTRON MICROSCOPY
6ZA1,X-RAY DIFFRACTION
3DXJ,X-RAY DIFFRACTION
3DQM,X-RAY DIFFRACTION
2MJL,SOLUTION NMR
7A81,X-RAY DIFFRACTION
5BK1,X-RAY DIFFRACTION
1NZZ,X-RAY DIFFRACTION
5AQR,X-RAY DIFFRACTION
6E08,X-RAY DIFFRACTION
1TO0,X-RAY DIFFRACTION
7TA9,X-RAY DIFFRACTION
6ABP,X-RAY DIFFRACTION
7QZH,X-RAY DIFFRACTION
3M0I,X-RAY DIFFRACTION
2PXP,X-RAY DIFFRACTION
4ZIR,X-RAY DIFFRACTION
1HYW,SOLUTION NMR
6HDI,X-RAY DIFFRACTION
5EUL,X-RAY DIFFRACTION
4DR6,X-RAY DIFFRACTION
8OV9,X-RAY DIFFRACTION
5IWA,X-RAY DIFFRACTION
4DQ1,X-RAY DIFFRACTION
5I9S,ELECTRON CRYSTALLOGRAPHY
8OOW,X-RAY DIFFRACTION
1RIF,X-RAY DIFFRACTION
2VBM,X-RAY DIFFRACTION
3GRF,X-RAY DIFFRACTION
3MBP,X-RAY DIFFRACTION
2VDA,SOLUTION NMR
8BAN,X-RAY DIFFRACTION
4OFX,X-RAY DIFFRACTION
1CD3,X-RAY DIFFRACTION
4JUO,X-RAY DIFFRACTION
1W7S,X-RAY DIFFRACTION
7F25,X-RAY DIFFRACTION
3E5R,X-RAY DIFFRACTION
7OU0,ELECTRON MICROSCOPY
8TOE,ELECTRON MICROSCOPY
7Q0K,ELECTRON MICROSCOPY
6H93,X-RAY DIFFRACTION
1HQS,X-RAY DIFFRACTION
6BBM,ELECTRON MICROSCOPY
6TUF,X-RAY DIFFRACTION
2ONO,X-RAY DIFFRACTION
1LI2,X-RAY DIFFRACTION
8K77,ELECTRON MICROSCOPY
7FRX,X-RAY DIFFRACTION
3BQA,X-RAY DIFFRACTION
6N61,X-RAY DIFFRACTION
4YQR,X-RAY DIFFRACTION
5RPL,X-RAY DIFFRACTION
1R77,X-RAY DIFFRACTION
238L,X-RAY DIFFRACTION
5LZD,ELECTRON MICROSCOPY
5AYS,X-RAY DIFFRACTION
1S7C,X-RAY DIFFRACTION
3GFO,X-RAY DIFFRACTION
1PC4,X-RAY DIFFRACTION
4ZEF,X-RAY DIFFRACTION
6FLQ,ELECTRON MICROSCOPY
5JFZ,X-RAY DIFFRACTION
1FY9,X-RAY DIFFRACTION
7XZG,X-RAY DIFFRACTION
7PJV,ELECTRON MICROSCOPY
8A01,ELECTRON MICROSCOPY
6YS0,X-RAY DIFFRACTION
3QIX,X-RAY DIFFRACTION
9H3W,ELECTRON MICROSCOPY
2JA2,X-RAY DIFFRACTION
4I7L,X-RAY DIFFRACTION
1SX3,X-RAY DIFFRACTION
6DDD,ELECTRON MICROSCOPY
1X92,X-RAY DIFFRACTION
1MUH,X-RAY DIFFRACTION
4V49,X-RAY DIFFRACTION
2IVN,X-RAY DIFFRACTION
8CD1,ELECTRON MICROSCOPY
1T10,X-RAY DIFFRACTION
6ONU,X-RAY DIFFRACTION
8A83,X-RAY DIFFRACTION
7A5C,X-RAY DIFFRACTION
3F2E,X-RAY DIFFRACTION
8XRW,X-RAY DIFFRACTION
4DP5,X-RAY DIFFRACTION
3ICD,X-RAY DIFFRACTION
6O8K,X-RAY DIFFRACTION
2CBV,X-RAY DIFFRACTION
6UU5,X-RAY DIFFRACTION
3NYZ,X-RAY DIFFRACTION
6ALJ,X-RAY DIFFRACTION
6V0Z,X-RAY DIFFRACTION
6N1D,X-RAY DIFFRACTION
7A1G,ELECTRON MICROSCOPY
5XAB,X-RAY DIFFRACTION
2RDA,X-RAY DIFFRACTION
6O9S,X-RAY DIFFRACTION
8YMC,ELECTRON MICROSCOPY
2BGT,X-RAY DIFFRACTION
5RPB,X-RAY DIFFRACTION
3S3G,X-RAY DIFFRACTION
6UTN,X-RAY DIFFRACTION
1EU3,X-RAY DIFFRACTION
4E7F,X-RAY DIFFRACTION
7Q0O,X-RAY DIFFRACTION
7VGE,X-RAY DIFFRACTION
6GZ4,ELECTRON MICROSCOPY
7DQX,X-RAY DIFFRACTION
7TEN,X-RAY DIFFRACTION
3Q7K,X-RAY DIFFRACTION
5OXB,X-RAY DIFFRACTION
3K74,X-RAY DIFFRACTION
5UC8,X-RAY DIFFRACTION
9FVS,X-RAY DIFFRACTION
2YV0,X-RAY DIFFRACTION
7KCE,X-RAY DIFFRACTION
3SZ2,X-RAY DIFFRACTION
5LYE,X-RAY DIFFRACTION
6OWM,X-RAY DIFFRACTION
2OQR,X-RAY DIFFRACTION
8XK9,X-RAY DIFFRACTION
6DES,X-RAY DIFFRACTION
1TYS,X-RAY DIFFRACTION
1IY2,X-RAY DIFFRACTION
1C5E,X-RAY DIFFRACTION
2YXE,X-RAY DIFFRACTION
8UOP,ELECTRON MICROSCOPY
6P2U,X-RAY DIFFRACTION
3DN4,X-RAY DIFFRACTION
5L71,X-RAY DIFFRACTION
3BZQ,X-RAY DIFFRACTION
7E90,X-RAY DIFFRACTION
3W1C,X-RAY DIFFRACTION
4QP5,X-RAY DIFFRACTION
8HKZ,ELECTRON MICROSCOPY
8Y38,ELECTRON MICROSCOPY
1C65,X-RAY DIFFRACTION
2ID0,X-RAY DIFFRACTION
4IB2,X-RAY DIFFRACTION
6UEL,X-RAY DIFFRACTION
1C6I,X-RAY DIFFRACTION
8U3B,ELECTRON MICROSCOPY
1X96,X-RAY DIFFRACTION
5U0L,X-RAY DIFFRACTION
4YZE,X-RAY DIFFRACTION
5O5J,ELECTRON MICROSCOPY
7DNE,X-RAY DIFFRACTION
4PTV,X-RAY DIFFRACTION
8T0N,X-RAY DIFFRACTION
6J93,X-RAY DIFFRACTION
1MEI,X-RAY DIFFRACTION
9J7S,X-RAY DIFFRACTION
2Z1M,X-RAY DIFFRACTION
1TYO,X-RAY DIFFRACTION
7R1R,X-RAY DIFFRACTION
1AXB,X-RAY DIFFRACTION
3UY7,X-RAY DIFFRACTION
1MEW,X-RAY DIFFRACTION
1PED,X-RAY DIFFRACTION
4EDH,X-RAY DIFFRACTION
6HG1,X-RAY DIFFRACTION
6V7V,X-RAY DIFFRACTION
3CMJ,X-RAY DIFFRACTION
1L19,X-RAY DIFFRACTION
2ZVY,X-RAY DIFFRACTION
6LTV,X-RAY DIFFRACTION
2AQN,X-RAY DIFFRACTION
8D2M,X-RAY DIFFRACTION
7Q0Z,X-RAY DIFFRACTION
7FS1,X-RAY DIFFRACTION
7T29,X-RAY DIFFRACTION
4A2S,X-RAY DIFFRACTION
8XQU,X-RAY DIFFRACTION
1XSO,X-RAY DIFFRACTION
5KNN,X-RAY DIFFRACTION
7WDP,X-RAY DIFFRACTION
3FL8,X-RAY DIFFRACTION
1TDC,X-RAY DIFFRACTION
1OT8,X-RAY DIFFRACTION
8SME,X-RAY DIFFRACTION
5M4Z,X-RAY DIFFRACTION
8RE4,ELECTRON MICROSCOPY
1Q5P,X-RAY DIFFRACTION
2IKI,X-RAY DIFFRACTION
7YE1,ELECTRON MICROSCOPY
1OH6,X-RAY DIFFRACTION
9BH0,ELECTRON MICROSCOPY
1UBB,X-RAY DIFFRACTION
3TSD,X-RAY DIFFRACTION
6OG2,ELECTRON MICROSCOPY
7F4V,ELECTRON MICROSCOPY
6DUS,X-RAY DIFFRACTION
3MGK,X-RAY DIFFRACTION
3FH6,X-RAY DIFFRACTION
1FUX,X-RAY DIFFRACTION
5UH9,X-RAY DIFFRACTION
3AR2,X-RAY DIFFRACTION
9GNB,X-RAY DIFFRACTION
8WIA,X-RAY DIFFRACTION
3T6K,X-RAY DIFFRACTION
3NXF,X-RAY DIFFRACTION
3C7Y,X-RAY DIFFRACTION
8SVL,X-RAY DIFFRACTION
1S17,X-RAY DIFFRACTION
7LVC,X-RAY DIFFRACTION
8E0Y,X-RAY DIFFRACTION
3KH4,X-RAY DIFFRACTION
7TFA,ELECTRON MICROSCOPY
3LOJ,X-RAY DIFFRACTION
6TYE,X-RAY DIFFRACTION
3SBB,X-RAY DIFFRACTION
3K73,X-RAY DIFFRACTION
8SUI,X-RAY DIFFRACTION
9G2Y,ELECTRON MICROSCOPY
6AHF,ELECTRON MICROSCOPY
1K3U,X-RAY DIFFRACTION
8BN3,ELECTRON MICROSCOPY
8RP1,X-RAY DIFFRACTION
7QFP,ELECTRON MICROSCOPY
6QR7,X-RAY DIFFRACTION
6X0C,X-RAY DIFFRACTION
6UY4,X-RAY DIFFRACTION
1FQA,X-RAY DIFFRACTION
5VNQ,NEUTRON DIFFRACTION
1OWF,X-RAY DIFFRACTION
3K85,X-RAY DIFFRACTION
2TS1,X-RAY DIFFRACTION
8F1J,ELECTRON MICROSCOPY
3TC7,X-RAY DIFFRACTION
7VN7,X-RAY DIFFRACTION
7PU7,ELECTRON MICROSCOPY
1WNV,X-RAY DIFFRACTION
9FTY,X-RAY DIFFRACTION
1GFQ,X-RAY DIFFRACTION
5KI2,X-RAY DIFFRACTION
4R25,X-RAY DIFFRACTION
4KLK,X-RAY DIFFRACTION
1K7E,X-RAY DIFFRACTION
6CFX,X-RAY DIFFRACTION
3HTH,X-RAY DIFFRACTION
2ZQA,X-RAY DIFFRACTION
3BH0,X-RAY DIFFRACTION
4CMY,X-RAY DIFFRACTION
3ZCR,X-RAY DIFFRACTION
1L44,X-RAY DIFFRACTION
6V3Z,X-RAY DIFFRACTION
3JQM,X-RAY DIFFRACTION
6HDZ,X-RAY DIFFRACTION
2DM6,X-RAY DIFFRACTION
3O1J,X-RAY DIFFRACTION
2PN0,X-RAY DIFFRACTION
1F9Z,X-RAY DIFFRACTION
4YQO,X-RAY DIFFRACTION
2PDL,X-RAY DIFFRACTION
2W00,X-RAY DIFFRACTION
4U4R,X-RAY DIFFRACTION
5J46,X-RAY DIFFRACTION
5BTQ,X-RAY DIFFRACTION
7LDI,X-RAY DIFFRACTION
3B9P,X-RAY DIFFRACTION
6P1A,X-RAY DIFFRACTION
2EAT,X-RAY DIFFRACTION
2ASV,X-RAY DIFFRACTION
5ETK,X-RAY DIFFRACTION
3L5N,X-RAY DIFFRACTION
4RNH,X-RAY DIFFRACTION
6RPU,X-RAY DIFFRACTION
5WSA,X-RAY DIFFRACTION
6AWD,ELECTRON MICROSCOPY
4MTQ,X-RAY DIFFRACTION
2C3F,X-RAY DIFFRACTION
7TF7,ELECTRON MICROSCOPY
4JYA,X-RAY DIFFRACTION
1JQC,X-RAY DIFFRACTION
4DP0,X-RAY DIFFRACTION
8XYR,X-RAY DIFFRACTION
7LUB,X-RAY DIFFRACTION
4K7N,X-RAY DIFFRACTION
3O2H,X-RAY DIFFRACTION
4XN8,X-RAY DIFFRACTION
6PX4,X-RAY DIFFRACTION
6SBQ,X-RAY DIFFRACTION
3FNM,X-RAY DIFFRACTION
8QE1,X-RAY DIFFRACTION
3FO8,X-RAY DIFFRACTION
1AV8,X-RAY DIFFRACTION
5FGW,X-RAY DIFFRACTION
8WUX,ELECTRON MICROSCOPY
8VTU,X-RAY DIFFRACTION
2NYY,X-RAY DIFFRACTION
6SOH,ELECTRON MICROSCOPY
7WAO,X-RAY DIFFRACTION
8PRI,X-RAY DIFFRACTION
7Q6O,X-RAY DIFFRACTION
2PE5,X-RAY DIFFRACTION
5EQD,X-RAY DIFFRACTION
1WC5,X-RAY DIFFRACTION
3UZY,X-RAY DIFFRACTION
1PND,X-RAY DIFFRACTION
2GAJ,X-RAY DIFFRACTION
2SBT,X-RAY DIFFRACTION
3FPB,X-RAY DIFFRACTION
3VCF,X-RAY DIFFRACTION
5SIC,X-RAY DIFFRACTION
7ZTA,ELECTRON MICROSCOPY
1CVK,X-RAY DIFFRACTION
7X3L,X-RAY DIFFRACTION
4JXZ,X-RAY DIFFRACTION
2FSH,X-RAY DIFFRACTION
7N8B,ELECTRON MICROSCOPY
7ZU9,X-RAY DIFFRACTION
1B3O,X-RAY DIFFRACTION
8TNP,ELECTRON MICROSCOPY
4GPN,X-RAY DIFFRACTION
8VOL,X-RAY DIFFRACTION
4UCV,X-RAY DIFFRACTION
1DJR,X-RAY DIFFRACTION
5CJJ,X-RAY DIFFRACTION
2TDD,X-RAY DIFFRACTION
1QUK,X-RAY DIFFRACTION
1DIA,X-RAY DIFFRACTION
7N2U,ELECTRON MICROSCOPY
7QZF,X-RAY DIFFRACTION
6L00,X-RAY DIFFRACTION
2F63,SOLUTION NMR
6MOK,X-RAY DIFFRACTION
3ZN6,X-RAY DIFFRACTION
3N5B,X-RAY DIFFRACTION
6VPB,X-RAY DIFFRACTION
7CPU,ELECTRON MICROSCOPY
1B4Z,X-RAY DIFFRACTION
7DJQ,X-RAY DIFFRACTION
7NHK,ELECTRON MICROSCOPY
7GY8,X-RAY DIFFRACTION
8GN1,X-RAY DIFFRACTION
1BDI,X-RAY DIFFRACTION
3OOJ,X-RAY DIFFRACTION
6CB2,X-RAY DIFFRACTION
4AYH,X-RAY DIFFRACTION
5HBD,X-RAY DIFFRACTION
4M4W,X-RAY DIFFRACTION
1DZ3,X-RAY DIFFRACTION
7NNW,X-RAY DIFFRACTION
2EZL,SOLUTION NMR
6PKL,ELECTRON CRYSTALLOGRAPHY
2DUK,X-RAY DIFFRACTION
4HLU,X-RAY DIFFRACTION
4NBU,X-RAY DIFFRACTION
6QAP,X-RAY DIFFRACTION
7OIZ,ELECTRON MICROSCOPY
7VUK,X-RAY DIFFRACTION
7V8I,ELECTRON MICROSCOPY
4C5N,X-RAY DIFFRACTION
4GPC,X-RAY DIFFRACTION
7W1W,X-RAY DIFFRACTION
8E0X,X-RAY DIFFRACTION
3CHB,X-RAY DIFFRACTION
1MPB,X-RAY DIFFRACTION
3O3J,X-RAY DIFFRACTION
5F51,X-RAY DIFFRACTION
2J5P,SOLUTION NMR
1F4N,X-RAY DIFFRACTION
3H6O,X-RAY DIFFRACTION
5W5P,X-RAY DIFFRACTION
6ZET,ELECTRON CRYSTALLOGRAPHY
2GCA,X-RAY DIFFRACTION
4DT9,X-RAY DIFFRACTION
1EU4,X-RAY DIFFRACTION
4TS1,X-RAY DIFFRACTION
1CDD,X-RAY DIFFRACTION
7DZ8,ELECTRON MICROSCOPY
3IOT,X-RAY DIFFRACTION
1WZF,X-RAY DIFFRACTION
7JX1,X-RAY DIFFRACTION
3A0H,X-RAY DIFFRACTION
9D2D,X-RAY DIFFRACTION
1QUJ,X-RAY DIFFRACTION
3L7D,X-RAY DIFFRACTION
5BVC,X-RAY DIFFRACTION
6LN5,ELECTRON MICROSCOPY
1JXF,SOLUTION NMR
9KNU,ELECTRON MICROSCOPY
8DQX,ELECTRON MICROSCOPY
3NOR,X-RAY DIFFRACTION
1IDC,X-RAY DIFFRACTION
3NUH,X-RAY DIFFRACTION
6FJX,X-RAY DIFFRACTION
7WYT,X-RAY DIFFRACTION
8SZC,ELECTRON MICROSCOPY
2GPB,X-RAY DIFFRACTION
2IA5,X-RAY DIFFRACTION
4BIL,ELECTRON MICROSCOPY
2F2F,X-RAY DIFFRACTION
5OX3,X-RAY DIFFRACTION
5ETL,X-RAY DIFFRACTION
2F8A,X-RAY DIFFRACTION
6VZ8,ELECTRON MICROSCOPY
1QQT,X-RAY DIFFRACTION
7KBN,X-RAY DIFFRACTION
1RM5,X-RAY DIFFRACTION
5M2F,X-RAY DIFFRACTION
2I3Y,X-RAY DIFFRACTION
1G2A,X-RAY DIFFRACTION
6IN8,X-RAY DIFFRACTION
5AQI,X-RAY DIFFRACTION
2ZJQ,X-RAY DIFFRACTION
8P18,ELECTRON MICROSCOPY
6AI1,X-RAY DIFFRACTION
4BQF,X-RAY DIFFRACTION
1P51,X-RAY DIFFRACTION
6QOW,X-RAY DIFFRACTION
3DN3,X-RAY DIFFRACTION
4V3P,ELECTRON MICROSCOPY
6P93,X-RAY DIFFRACTION
8JKI,X-RAY DIFFRACTION
4JFR,X-RAY DIFFRACTION
6AI0,X-RAY DIFFRACTION
8P8B,ELECTRON MICROSCOPY
6RAI,ELECTRON MICROSCOPY
1J9K,X-RAY DIFFRACTION
2E88,X-RAY DIFFRACTION
8D84,X-RAY DIFFRACTION
6UHL,X-RAY DIFFRACTION
9B0P,ELECTRON MICROSCOPY
6P3E,ELECTRON MICROSCOPY
2HO0,X-RAY DIFFRACTION
7GYX,X-RAY DIFFRACTION
9FOY,X-RAY DIFFRACTION
1Z0B,X-RAY DIFFRACTION
8E8M,ELECTRON MICROSCOPY
5JSH,X-RAY DIFFRACTION
8OF3,X-RAY DIFFRACTION
1TSP,X-RAY DIFFRACTION
1B7Y,X-RAY DIFFRACTION
7NIB,ELECTRON MICROSCOPY
3HQG,X-RAY DIFFRACTION
7C5G,X-RAY DIFFRACTION
8IF7,X-RAY DIFFRACTION
4LEN,X-RAY DIFFRACTION
7X3P,X-RAY DIFFRACTION
2YW0,X-RAY DIFFRACTION
1VYP,X-RAY DIFFRACTION
4RUK,X-RAY DIFFRACTION
7LVX,X-RAY DIFFRACTION
5E9S,X-RAY DIFFRACTION
8QPU,ELECTRON MICROSCOPY
5OY0,X-RAY DIFFRACTION
1MX6,X-RAY DIFFRACTION
1VY7,X-RAY DIFFRACTION
1EML,X-RAY DIFFRACTION
3G7W,X-RAY DIFFRACTION
2A5F,X-RAY DIFFRACTION
6N60,X-RAY DIFFRACTION
8QPP,ELECTRON MICROSCOPY
3R9X,X-RAY DIFFRACTION
8C1X,X-RAY DIFFRACTION
5TD9,X-RAY DIFFRACTION
7VZA,X-RAY DIFFRACTION
4ZYH,X-RAY DIFFRACTION
8FRS,ELECTRON MICROSCOPY
7ZQE,ELECTRON MICROSCOPY
7X76,ELECTRON MICROSCOPY
3LDL,X-RAY DIFFRACTION
1J5E,X-RAY DIFFRACTION
6Y5T,X-RAY DIFFRACTION
3ZHO,X-RAY DIFFRACTION
8DB5,X-RAY DIFFRACTION
3RRG,X-RAY DIFFRACTION
7DOO,X-RAY DIFFRACTION
5ZS9,X-RAY DIFFRACTION
7ULZ,X-RAY DIFFRACTION
3H9C,X-RAY DIFFRACTION
5AA0,ELECTRON MICROSCOPY
8UMU,ELECTRON MICROSCOPY
3U2O,X-RAY DIFFRACTION
1J5C,SOLUTION NMR
5JGY,Error 404
8CZQ,X-RAY DIFFRACTION
6FKR,X-RAY DIFFRACTION
7M3S,X-RAY DIFFRACTION
4LSY,X-RAY DIFFRACTION
7S9U,ELECTRON MICROSCOPY
7O80,ELECTRON MICROSCOPY
9JOD,ELECTRON MICROSCOPY
4ASJ,X-RAY DIFFRACTION
3R94,X-RAY DIFFRACTION
3N39,X-RAY DIFFRACTION
2IST,X-RAY DIFFRACTION
4YF6,X-RAY DIFFRACTION
5JST,X-RAY DIFFRACTION
7M8E,ELECTRON MICROSCOPY
6KIG,ELECTRON MICROSCOPY
5AW4,X-RAY DIFFRACTION
7T21,ELECTRON MICROSCOPY
4IM9,X-RAY DIFFRACTION
7CLL,X-RAY DIFFRACTION
6Q12,X-RAY DIFFRACTION
6UU0,X-RAY DIFFRACTION
8XU8,ELECTRON MICROSCOPY
6QBX,ELECTRON MICROSCOPY
5CZP,X-RAY DIFFRACTION
1TVV,X-RAY DIFFRACTION
2IXK,X-RAY DIFFRACTION
1ABF,X-RAY DIFFRACTION
1TOX,X-RAY DIFFRACTION
2K0M,SOLUTION NMR
4OUB,X-RAY DIFFRACTION
7FD5,ELECTRON MICROSCOPY
2A9S,X-RAY DIFFRACTION
5EEC,X-RAY DIFFRACTION
6RJS,X-RAY DIFFRACTION
1A7L,X-RAY DIFFRACTION
4O9K,X-RAY DIFFRACTION
3SB5,X-RAY DIFFRACTION
1CZW,X-RAY DIFFRACTION
1P3H,X-RAY DIFFRACTION
4FOP,X-RAY DIFFRACTION
2HUM,X-RAY DIFFRACTION
8I8X,ELECTRON MICROSCOPY
8ELD,ELECTRON MICROSCOPY
7ZHJ,ELECTRON MICROSCOPY
1RC8,X-RAY DIFFRACTION
5UIP,X-RAY DIFFRACTION
6BIQ,X-RAY DIFFRACTION
2OZS,X-RAY DIFFRACTION
8SYL,ELECTRON MICROSCOPY
4WQ5,X-RAY DIFFRACTION
1G3P,X-RAY DIFFRACTION
6U1P,X-RAY DIFFRACTION
4N6C,X-RAY DIFFRACTION
8K26,ELECTRON MICROSCOPY
5HN6,X-RAY DIFFRACTION
9JWA,X-RAY DIFFRACTION
2BKK,X-RAY DIFFRACTION
4CIC,X-RAY DIFFRACTION
7EL8,X-RAY DIFFRACTION
8CMO,ELECTRON MICROSCOPY
2EKC,X-RAY DIFFRACTION
6CHL,X-RAY DIFFRACTION
8WYE,ELECTRON MICROSCOPY
1ADC,X-RAY DIFFRACTION
5Y4S,X-RAY DIFFRACTION
7DKZ,X-RAY DIFFRACTION
3TWU,X-RAY DIFFRACTION
4LP0,X-RAY DIFFRACTION
2VMW,X-RAY DIFFRACTION
2B9U,X-RAY DIFFRACTION
8HKY,ELECTRON MICROSCOPY
9KYX,ELECTRON MICROSCOPY
8DH5,X-RAY DIFFRACTION
4AS8,X-RAY DIFFRACTION
3B5Z,X-RAY DIFFRACTION
7NQR,X-RAY DIFFRACTION
4NEF,X-RAY DIFFRACTION
2OKY,X-RAY DIFFRACTION
7WZ0,ELECTRON MICROSCOPY
1S1R,X-RAY DIFFRACTION
4PSJ,X-RAY DIFFRACTION
1E7L,X-RAY DIFFRACTION
4R7J,X-RAY DIFFRACTION
6MD8,X-RAY DIFFRACTION
6HFH,X-RAY DIFFRACTION
3OBR,X-RAY DIFFRACTION
3P8J,X-RAY DIFFRACTION
5T73,X-RAY DIFFRACTION
7D8J,X-RAY DIFFRACTION
3BJK,X-RAY DIFFRACTION
7AMB,X-RAY DIFFRACTION
3HSJ,X-RAY DIFFRACTION
4WXD,X-RAY DIFFRACTION
1K08,X-RAY DIFFRACTION
4PTW,X-RAY DIFFRACTION
6ER6,X-RAY DIFFRACTION
2INZ,X-RAY DIFFRACTION
6ZA4,X-RAY DIFFRACTION
6YRC,X-RAY DIFFRACTION
6EHA,X-RAY DIFFRACTION
1BAW,X-RAY DIFFRACTION
8SOG,X-RAY DIFFRACTION
2QI9,X-RAY DIFFRACTION
5VP2,X-RAY DIFFRACTION
5T4K,X-RAY DIFFRACTION
7JQB,ELECTRON MICROSCOPY
2AHC,X-RAY DIFFRACTION
3CF0,X-RAY DIFFRACTION
2DXA,X-RAY DIFFRACTION
5LYB,X-RAY DIFFRACTION
1P3N,X-RAY DIFFRACTION
5AQB,X-RAY DIFFRACTION
5TR7,X-RAY DIFFRACTION
6B5E,X-RAY DIFFRACTION
6ZTJ,ELECTRON MICROSCOPY
5XJP,X-RAY DIFFRACTION
3KVG,X-RAY DIFFRACTION
7RFE,ELECTRON MICROSCOPY
8QL4,X-RAY DIFFRACTION
1Z9A,X-RAY DIFFRACTION
3QL0,X-RAY DIFFRACTION
2MQE,SOLUTION NMR
225L,X-RAY DIFFRACTION
1YRH,X-RAY DIFFRACTION
6H43,X-RAY DIFFRACTION
6QOL,X-RAY DIFFRACTION
4UE5,ELECTRON MICROSCOPY
6SW9,ELECTRON MICROSCOPY
8K7C,ELECTRON MICROSCOPY
3HYF,X-RAY DIFFRACTION
3MRX,X-RAY DIFFRACTION
8VHQ,X-RAY DIFFRACTION
1L70,X-RAY DIFFRACTION
8IYD,ELECTRON MICROSCOPY
2QYJ,X-RAY DIFFRACTION
7ZVI,X-RAY DIFFRACTION
3K3T,X-RAY DIFFRACTION
3UFZ,X-RAY DIFFRACTION
2WLD,X-RAY DIFFRACTION
1I6V,X-RAY DIFFRACTION
1P2R,X-RAY DIFFRACTION
6B6D,X-RAY DIFFRACTION
7WKO,X-RAY DIFFRACTION
6P5I,ELECTRON MICROSCOPY
6GOV,ELECTRON MICROSCOPY
6IP8,ELECTRON MICROSCOPY
4QHP,X-RAY DIFFRACTION
1MPD,X-RAY DIFFRACTION
7R6R,X-RAY DIFFRACTION
6N9X,ELECTRON MICROSCOPY
6JXK,X-RAY DIFFRACTION
4Z86,X-RAY DIFFRACTION
6QUR,X-RAY DIFFRACTION
3RBA,X-RAY DIFFRACTION
7S7X,X-RAY DIFFRACTION
1KK4,X-RAY DIFFRACTION
7F3I,X-RAY DIFFRACTION
9FUV,ELECTRON MICROSCOPY
1EUI,X-RAY DIFFRACTION
7Q3T,X-RAY DIFFRACTION
6C43,X-RAY DIFFRACTION
1HW6,X-RAY DIFFRACTION
4XLA,X-RAY DIFFRACTION
2W7M,X-RAY DIFFRACTION
6H54,X-RAY DIFFRACTION
7ACZ,X-RAY DIFFRACTION
7UC9,X-RAY DIFFRACTION
6WQI,X-RAY DIFFRACTION
5K4A,X-RAY DIFFRACTION
5IN5,X-RAY DIFFRACTION
1L12,X-RAY DIFFRACTION
2PDU,X-RAY DIFFRACTION
4OWS,X-RAY DIFFRACTION
7KRZ,ELECTRON MICROSCOPY
2D7D,X-RAY DIFFRACTION
1NF7,X-RAY DIFFRACTION
1JEA,X-RAY DIFFRACTION
4DF8,X-RAY DIFFRACTION
3GMW,X-RAY DIFFRACTION
5XEN,X-RAY DIFFRACTION
2ISQ,X-RAY DIFFRACTION
6P24,X-RAY DIFFRACTION
9B0S,ELECTRON MICROSCOPY
4JCG,X-RAY DIFFRACTION
5NOO,X-RAY DIFFRACTION
3E58,X-RAY DIFFRACTION
5V7F,X-RAY DIFFRACTION
2PRJ,X-RAY DIFFRACTION
6R72,X-RAY DIFFRACTION
3LBS,X-RAY DIFFRACTION
7ZAH,ELECTRON MICROSCOPY
7R3R,X-RAY DIFFRACTION
3L7A,X-RAY DIFFRACTION
3AR7,X-RAY DIFFRACTION
3RKU,X-RAY DIFFRACTION
5UVL,X-RAY DIFFRACTION
4O7M,X-RAY DIFFRACTION
6WNG,X-RAY DIFFRACTION
7TTU,ELECTRON MICROSCOPY
7Z73,X-RAY DIFFRACTION
